perturbation,n_cells,phase_chi2_pvalue,s_score_diff,g2m_score_diff,diagnostic_status
DCTN3,201,0.9840000158937992,0.005903787713952651,0.015562006897483778,ok
DCTN4,77,0.14600942059789354,-0.019973370424375185,0.039508329041385064,ok
DCTN5,141,0.9656943623730334,-0.014517357159044064,-0.006263128778703365,ok
DCTN6,64,0.4944840011807964,-0.0019337218115363028,0.00998768350494026,ok
DCUN1D5,183,4.4891310260576767e-07,-0.04938083545242855,-0.027792679070367123,ok
DDB1,177,0.24141741038408243,0.002026268069336746,0.03348721672093601,ok
DDN,249,0.32906686596088686,-0.008287116983019118,-1.7672486299705192e-05,ok
DDOST,86,0.010077757403502108,0.014101911956657734,-0.025380855305670205,ok
DDX1,101,0.716306412976245,0.0007202521520295949,0.03377843844312096,ok
DDX10,104,0.0006107979061541496,-0.02071550389162044,-0.08461485991092513,ok
DDX11,128,0.462560794029515,-0.00030316508044255994,-0.006067959638503491,ok
DDX18,137,1.2239594345193025e-31,-0.11316983169231529,-0.12787700890249587,ok
DDX19A,103,0.011199872617459845,-0.01785670884013613,-0.025242724582256345,ok
DDX19B,285,0.8724906922980079,0.009140037240933537,-0.004742908045213247,ok
DDX20,114,0.0628665060966191,-0.03993694739275068,-0.038049535062055356,ok
DDX21,90,0.1306108694217951,-0.022377971790060614,-0.03169894387269863,ok
DDX23,159,0.0003697239693468089,-0.056134446372178015,0.0015902423439890095,ok
DDX24,286,3.0247612866618634e-17,-0.03986056191618338,-0.08054016279213143,ok
DDX27,49,0.005104391759039496,-0.05279710103430098,-0.060483638047483204,ok
DDX3X,29,0.06285153976470201,-0.05455577609588438,-0.023927734484499398,ok
DDX41,292,3.726289149980329e-27,-0.0899902230749845,-0.005734453560727541,ok
DDX42,44,0.3364419097545395,0.02844291520713426,-0.041747360127446106,ok
DDX46,214,2.866423569536039e-05,-0.03315066680123403,-0.03299816728362283,ok
DDX47,313,3.6512983944708436e-34,-0.0699532086360386,-0.1200261934732123,ok
DDX49,45,0.013764696019018604,0.013475893543272728,-0.08123083758469862,ok
DDX5,151,0.3438971936708278,-0.010497301103776582,0.030524560482547876,ok
DDX51,128,0.00213279613970977,-0.024949087811692562,-0.04279738194037224,ok
DDX52,117,0.008514758141247896,-0.006131618948351215,-0.05100729176885248,ok
DDX54,95,0.36608957392862024,-0.049059062277662956,-0.04374826677959922,ok
DDX55,163,9.673267446502321e-06,0.0022188869811391072,-0.05773698904356434,ok
DDX56,174,1.98716689561598e-12,-0.04542338672370046,-0.09211904561702813,ok
DDX59,154,0.00011812852120624101,-0.041382699423076486,-0.03917705408848507,ok
DDX6,76,2.9705653548255837e-18,-0.11848471708661032,-0.125092137805915,ok
DENR,251,3.3251045404797236e-06,-0.017137537323987134,-0.04919200567926791,ok
DERL2,124,0.0017072087811570993,-0.02765134879853732,-0.03157894415574523,ok
DHDDS,96,2.0932351615033967e-09,-0.049808929219505055,-0.0638439855117264,ok
DHFR,125,0.6975243028228485,0.0011529086838949452,0.0019363963409902568,ok
DHODH,223,0.1847029788093788,0.03748805839527073,-0.003521969537800769,ok
DHPS,66,0.3150321673410302,-0.03875582874753536,0.006000279777099354,ok
DHX15,359,7.442241016780618e-91,-0.16153232690943542,-0.09894774393511893,ok
DHX16,328,4.412929907864174e-18,-0.08118298699450507,0.004073218848080498,ok
DHX33,140,0.00016801394907788356,-0.04118817825379077,-0.01082364574466689,ok
DHX36,269,0.2547551363342668,-0.004847721775545951,0.007870413646970928,ok
DHX37,217,2.1399762254855024e-09,-0.015303870989896766,-0.08443548795689731,ok
DHX8,115,0.032806734967110326,-0.03518917944667897,0.01326137939184243,ok
DHX9,92,0.17302281799832056,-0.014510667027113754,-0.027354682456201047,ok
DICER1,158,0.7658444831778735,-0.0014152991456442988,-0.015919274259695818,ok
DIMT1,94,5.927764923681282e-07,-0.03370575877503697,-0.08546908354040547,ok
DIS3,43,0.06035044390998231,0.02544240312177401,-0.12067262531264697,ok
DKC1,66,0.0008844350193694435,-0.01680373088844445,-0.06121427599259762,ok
DLD,311,5.113469451666064e-13,-0.07658586284595201,-0.004636844124902992,ok
DMAP1,78,4.090406457495727e-06,-0.031072263026556343,-0.06063143629842513,ok
DMRTA2,107,0.022127941799756,0.03581265194100896,-0.014411723709323754,ok
DNAJA1,292,0.07990802882385925,-0.007479363077176296,-0.020607070933672755,ok
DNAJA3,127,0.00111681502003655,-0.01503117332915073,-0.06777651656380974,ok
DNAJC11,46,0.1834435359835624,0.008600852007668854,-0.07102690645511409,ok
DNAJC17,31,2.0697998532514745e-05,-0.08670246175902119,0.007886682504899933,ok
DNAJC19,398,2.9734142915454546e-52,-0.08008122683194224,-0.07618693742775447,ok
DNAJC8,277,0.08222670193256178,-0.00691707683746535,-0.011787458346481226,ok
DNAJC9,84,0.3297653303110195,0.006475688209066369,0.034382336158809305,ok
DNLZ,140,0.00938723680804221,0.032836790832637804,-0.028781711728095464,ok
DNM1,146,0.05264523023831434,-0.027816212504094103,0.015168424965642309,ok
DNM1L,168,0.01317844215380301,-0.010142378133790772,-0.04370054997571451,ok
DNM2,12,0.006953778855274422,-0.0626374392778384,0.032954483036190245,ok
DNMT1,170,0.03099662083878906,0.03065005371025964,-0.000683731620280334,ok
DNTTIP2,264,2.4899690871182348e-12,-0.050450374107005064,-0.1043449870586961,ok
DOHH,155,0.4056127569194903,0.010983700514591719,-0.019468246383809736,ok
DOLK,146,0.4187091754448451,0.014461792797275764,-0.008588501323398792,ok
DONSON,745,9.231966194382153e-17,-0.01895126527613459,0.04437727820091455,ok
DPAGT1,135,0.26036542840053756,0.013648577829643089,-0.008605847506328257,ok
DPH1,335,0.835091068960041,0.016697844970103896,-0.006858570856526157,ok
DPH2,164,0.2505597353002551,0.03181847917903152,-0.013908965520760957,ok
DPH3,60,0.7863549591922394,-0.0074072083195050615,0.009048595032856918,ok
DPH6,101,0.7937642316541308,0.0017212480193563272,0.018100706633219936,ok
DPM2,153,0.10152725208789419,0.01681023313268449,-0.01446165057230648,ok
DPPA2,67,0.5080433228710701,0.006094703708480018,-0.002325334471272429,ok
DPY19L2,50,0.004864478771661337,-0.0009269225165050611,-0.05490333525380974,ok
DR1,126,0.5719679250312533,0.0029817653820822416,-0.03108016863285736,ok
DRAP1,227,0.6799296204710343,-0.009727692872478627,-0.0037581854409022564,ok
DRG1,196,0.9104360468228884,0.0016983763065153527,-0.011039164667891371,ok
DSN1,245,1.7392206613158783e-13,-0.049252271564872406,-0.004292823195524029,ok
DTL,136,0.053084512017122075,-0.03283242906950505,-0.002753338399103862,ok
DTYMK,121,0.34526929966203257,0.030169621358139567,0.007245165368669586,ok
DUT,49,0.1641650837557701,0.06696845911569904,-0.011715369625034236,ok
DYNC1H1,291,0.00035770730535611086,-0.04611695855361159,0.025485484681207447,ok
DYNC1I2,300,5.435872075885922e-05,-0.054618113058838395,0.023421089133956914,ok
DYNLL1,71,0.11427935861093039,-0.04165831460239239,0.018493744091964907,ok
DYNLRB1,282,0.06234297371666792,-0.03013636393684549,0.015272085323069694,ok
E2F6,150,0.09169042123764085,0.027809072283494947,0.01878274666019026,ok
E4F1,134,0.0018067906506179397,-0.014813637839579688,-0.06262772190634705,ok
EARS2,192,0.45137889891809224,-0.008260242921223808,0.0014724875459298375,ok
EBNA1BP2,82,2.592066392987392e-06,-0.060740104157919694,-0.06924255432478535,ok
ECD,72,0.00013067942623589876,-0.07090340801394951,-0.0052045361443653,ok
ECT2,55,0.3906286468801695,-0.022587353850868692,-0.008421985991082459,ok
EDC4,166,0.48934707011507095,0.009848206801278077,-0.0005312142546531201,ok
EEF1A1,37,0.1995981024653949,-0.01753035066747803,-0.05449466434759352,ok
EEF1B2,32,0.822928098162588,-0.039679552444817565,0.0018762995580652586,ok
EEF1G,175,0.012877571688761738,-0.02141126423067649,0.0002970515956188316,ok
EEF2,321,1.1935692480122468e-06,-0.028313668847103193,-0.022159669953685134,ok
EFTUD2,127,7.512272621793751e-06,-0.07366049485466253,-0.010107398872471161,ok
EGLN2,362,0.006145711103324348,-0.02429313125701887,0.0065177190332897095,ok
EIF1,95,0.5518401013113592,0.013941135885494935,0.015971625090927095,ok
EIF1AD,33,0.8952472887185609,-0.029197041088444453,-0.02640192541835519,ok
EIF1AX,134,5.819077349166798e-17,-0.05860247996614684,-0.11338676336086198,ok
EIF2B1,178,0.24974398123445443,0.005142433675157862,-0.02106321144189963,ok
EIF2B2,319,1.4094011349944852e-34,-0.0639158739832198,-0.07877856231459344,ok
EIF2B3,104,2.233156489878422e-05,-0.02351495722623583,-0.05398288036986743,ok
EIF2B4,324,3.0246181539955743e-30,-0.053519341843579135,-0.08028005786643319,ok
EIF2B5,461,2.957229151622994e-32,-0.06091803183576319,-0.06358320353194423,ok
EIF2S1,243,8.959257171321593e-56,-0.12870289911137753,-0.1418269835340978,ok
EIF2S2,120,0.04773959251692143,-0.028296315739755058,0.010501728743690271,ok
EIF2S3,57,8.801060474597134e-08,-0.1127055239401191,-0.10546118363924833,ok
EIF3A,379,4.707644531529319e-31,-0.04324318750809345,-0.1377962136835459,ok
EIF3B,34,6.108841565906114e-11,-0.10291037131215211,-0.18573035364028034,ok
EIF3CL,44,0.18290209934803547,0.011861840978222214,-0.055451966294037015,ok
EIF3D,186,1.0998799790972592e-28,-0.10264593331493518,-0.08709606442133663,ok
EIF3E,232,7.582809106177403e-05,-0.03628237233243609,-0.03826216158191319,ok
EIF3F,67,0.0040168616012365025,-0.03818051185271401,-0.048203220212317203,ok
EIF3G,67,0.0001264949731981187,-0.02826207943331103,-0.10503963404589928,ok
EIF3H,369,1.0989385387638478e-16,-0.05031631057534517,-0.048364304908796195,ok
EIF3I,61,0.0006488524335498203,-0.029786737274832935,-0.08821345482282614,ok
EIF3J,82,0.014948405151405813,0.007496135456104697,-0.07557060769307804,ok
EIF3L,57,0.004080567357847534,-0.05600438439275068,-0.02311749955152904,ok
EIF3M,246,3.170329337720646e-14,-0.04899899062417985,-0.07846571887315934,ok
EIF4A1,46,0.8069709621078749,-0.008205566018418101,-0.03427232683337496,ok
EIF4A3,7,,,,insufficient
EIF4B,41,0.3393647574879313,0.019800430537202256,-0.04758118357356584,ok
EIF4E,357,1.7346874278486966e-18,-0.020614214106829988,-0.08061213469126073,ok
EIF4G1,372,3.913182633361683e-06,-0.012961223811074951,-0.05295773181749254,ok
EIF4G2,342,9.60679190720457e-05,-0.012688094907955354,-0.043659306280768806,ok
EIF5,175,0.08749159508084277,-0.0063395906573622,-0.027847963105809743,ok
EIF5A,140,0.902834371112884,-0.026974592986647918,-0.005674097203809736,ok
EIF6,129,0.022849151441723933,1.4839615572456721e-05,-0.040156685454507415,ok
ELAC2,85,0.01302976669145402,-0.009589257238034471,-0.011883343369692101,ok
ELL,83,0.406875466708121,-0.009288351687276146,-0.0005037332071832351,ok
ELOVL1,176,0.6955166461710232,0.02526030342310858,-0.0026579845871052,ok
ELP2,189,0.4085940243706301,-0.010498629787097653,0.008993989952592374,ok
ELP3,119,0.28778651295675073,-0.006495392848286572,-0.028043480293725713,ok
ELP5,177,0.03729290267679304,0.010233184142218105,-0.03458043077437471,ok
ELP6,83,0.7145814263899375,0.0002092941597118085,0.004593567525346891,ok
EMC1,83,0.006310419794693888,-0.020773699871613493,-0.005580212360195284,ok
EMC3,195,0.991340547720525,0.004382751875238525,0.008034708306959487,ok
EMC4,55,0.16311941385173667,0.02418203319276767,-0.04417503002926429,ok
EMC7,193,0.637654715361422,-0.002507560219686407,0.007385944136190252,ok
ENO1,70,0.7909008162796238,0.008641578642637798,-0.010012052163809737,ok
EP400,82,0.003089582494643839,-0.042641556128651406,-0.023728047497956088,ok
EPRS,79,0.037460019395732534,0.009379559373849374,-0.03499277717520215,ok
ERAL1,116,0.9595053817533714,-0.009410004255711955,-0.015080017256051119,ok
ERCC2,117,0.131752745740567,0.02883102965506759,-0.00848569738945077,ok
ERCC3,163,0.2698881409323999,0.018274587232488808,0.005824047590791484,ok
ERH,86,1.0541984213277295e-05,-0.0787816323886911,-0.0327893898940423,ok
ERVW-1,175,0.2946818563127114,0.0181122249682378,-0.02531100798038117,ok
ESF1,149,1.4503111063741774e-05,-0.028104309198531904,-0.05755242286850773,ok
ESPL1,120,0.15013975615060768,-0.012343956479671727,-0.029594656531309747,ok
ESPN,421,0.636831773755075,0.006362141499936743,-0.0063246285291779225,ok
ETF1,52,2.3914134457634145e-07,-0.032457126819505064,-0.11715931909842514,ok
EWSR1,48,0.4348158968772523,0.005810962253411604,0.007139081223690252,ok
EXOC1,182,0.4691627570339494,-0.0016108576093402244,0.02162395563289355,ok
EXOC2,88,0.9696962780345306,0.0020891516222676723,0.0046498583770993515,ok
EXOC3,247,0.8378720950231493,0.008834539020231784,-0.006630841999842138,ok
EXOC4,108,0.38443140806711174,0.02059779595271715,-0.033735329740661596,ok
EXOC5,110,0.2132897095165126,0.009293576273676756,0.0033359890325538946,ok
EXOC7,32,0.05820775961787952,-0.04071141619450506,0.011258011961190265,ok
EXOC8,18,0.6008548536719085,0.018846743812161608,0.046729500369523606,ok
EXOSC1,77,0.7407389576753962,-0.01920666829190766,0.02533277345177467,ok
EXOSC10,92,0.052857117183380535,0.02487996796419059,-0.04467753821652713,ok
EXOSC2,226,1.1311095559751614e-17,-0.038762994305611254,-0.09823882044743805,ok
EXOSC3,53,0.00401949702667868,-0.015038198543561664,-0.0632773273506022,ok
EXOSC4,102,1.3799981587205105e-09,-0.032640956396465845,-0.08815065815351564,ok
EXOSC5,41,1.4523388705785129e-09,-0.05489859618230994,-0.11957004085210243,ok
EXOSC6,75,0.01859272411181881,-0.03830728209050506,-0.06270703594514308,ok
EXOSC7,113,0.0006991594411488831,0.025524084963902023,-0.08421330876026992,ok
EXOSC8,126,2.435567054620045e-06,-0.04958183695799712,-0.0970046217257145,ok
EXOSC9,40,5.516491280474156e-05,-0.08912685897950506,-0.09615924826630974,ok
F8A1,28,0.935020298621652,0.0022014536697806536,-0.025644295249524024,ok
FAF2,165,0.6752924895201619,-0.008453511786747483,0.011299306061644816,ok
FAM133B,25,0.4489752166085885,-0.008639570854505056,-0.022223943623809743,ok
FAM136A,50,1.618315421020017e-06,-0.049455821954505055,-0.048150079003809736,ok
FAM207A,103,0.2693821662396869,0.005266335338504648,-0.013195113984198092,ok
FAM229A,137,0.004603668655600334,0.0017984226280496896,-0.050270839407605364,ok
FAM32A,396,8.873322486874462e-12,-0.05373822512397476,-0.014578368145021864,ok
FAM50A,38,0.006077907309543307,-0.06426282799713665,0.024830518678295534,ok
FAM72D,120,0.2158046976600817,-0.01559048422033839,0.006466892238690257,ok
FARS2,40,0.7772502254515936,-0.002935611525755062,-0.013598054438809744,ok
FARSA,138,5.638572194228745e-10,-0.042946430433635496,-0.05528400872323003,ok
FARSB,97,0.004464098164693117,-0.017784335055639082,-0.049660172294737584,ok
FASTKD5,187,0.3253901121389297,-0.014181903700226985,-0.006549873671296377,ok
FAU,48,1.9687818166317426e-08,-0.04495196681221339,-0.13613943952839308,ok
FBL,132,3.5729771322534995e-31,-0.11152983205359596,-0.1608643769935067,ok
FBLIM1,133,0.6965865646786507,0.015242559631810731,-0.0029327550316292847,ok
FBXO5,326,0.01158835453160183,0.045527942601813955,0.0037945519547485373,ok
FCF1,231,4.654986873878607e-19,-0.03933749958887735,-0.08473633662614741,ok
FDPS,10,0.015317911623466763,0.2106347413054949,-0.034383266963809736,ok
FDXR,140,0.571249977390262,-6.437888659077684e-05,-0.017531886803095455,ok
FEN1,141,0.5483366416125491,-0.002079268057625632,0.003874682585835648,ok
FGFR1OP,119,0.05103084845895688,0.006622754001629403,0.03025775792240875,ok
FIP1L1,21,0.0012620509210729926,-0.06726254136593363,-0.0350468542257145,ok
FNBP4,160,0.2206744271555292,0.00788095408236994,-0.015730275389434743,ok
FNTA,80,0.017448914819793892,-0.044069178770255055,-0.017681786218684742,ok
FNTB,102,0.7334359137029959,-0.006547843718034475,0.012830036835209883,ok
FOLR3,304,0.909358563202835,-0.007185275903255057,0.010621933722374473,ok
FOXD4,94,0.8753413393437606,-0.001967815947696549,-0.01982899592657569,ok
FOXL2,164,0.3695057228743851,0.0244745895795803,-0.017754242874175603,ok
FRG2,51,0.731731297791639,0.006404641519220423,-0.004284579199103862,ok
FTSJ3,207,0.00026018897890571735,-0.016100933506582354,-0.04163376857250539,ok
FXN,174,0.16370130280233644,0.02029929388882827,-0.032736631594844225,ok
GAB2,674,0.0009776445545287018,0.01703885213092521,0.0078673758559143,ok
GABPA,110,0.9209588434983831,0.01179038505276767,-0.0012885788519006597,ok
GAK,167,0.9717566176916965,-0.0060491258876188315,-0.016766130721941476,ok
GAPDH,183,0.38632010361033514,0.002841149938281825,-0.021045493213536517,ok
GAR1,146,0.6946143909481008,0.0006383101424812417,-0.0037351410213439865,ok
GARS,256,0.49974406860625054,0.008190499958385562,-0.0007983331719738015,ok
GATA1,108,5.916858076666355e-22,-0.04842927843246802,-0.011232552699920836,ok
GBF1,161,2.473674463878129e-16,-0.08840655628245536,-0.07298933630418242,ok
GCOM1,62,0.3858126148355192,0.03064931540226913,-0.007412928062196858,ok
GEMIN4,81,0.0009152556208547535,-0.019374785119196415,-0.06016063740751345,ok
GEMIN5,133,4.113364375673106e-05,-0.05880667241781334,-0.015211073963809739,ok
GEMIN6,84,0.7709759504251036,0.011122246824542551,-0.013413500587619268,ok
GEMIN7,136,0.22793911816301957,-0.013261217780534473,-0.0157340912484421,ok
GEMIN8,86,0.08918424698778823,0.015637869779332153,-0.02914811842427486,ok
GET1,73,0.5228111194661771,-0.00021715499266944382,0.0013250137485190175,ok
GET3,121,0.11983068220115946,0.0031830422699577546,-0.02165017296463619,ok
GFER,222,0.11239183939000526,-0.0010195549125230786,-0.01775730009804398,ok
GFM1,240,0.3000018652067965,0.009309825928203272,-0.01422307511554307,ok
GGPS1,167,0.1788505401410902,-0.0027951260501936828,0.001982484089483684,ok
GINS1,186,3.737745824979873e-20,-0.044786006631064204,0.08715880619963112,ok
GINS2,148,3.7755397350973115e-11,-0.0521111371823429,0.06267432764632538,ok
GINS3,100,0.0003722540649841253,-0.02360071901750506,0.04668151583319025,ok
GINS4,60,0.0028583758422885386,-0.018943347649838394,0.04007366490452357,ok
GIT2,107,0.8272901361576945,-0.008883140220673283,0.0009686265931996216,ok
GJA3,73,0.32037312915483485,0.020365551932892204,-0.031643452923535764,ok
GLE1,57,4.100741026742539e-06,-0.08599269779450505,-0.05047410620416062,ok
GLI4,156,0.5774729959922442,-0.011980818529761468,-0.004114954338168719,ok
GLMN,79,0.6437967396993676,-0.010445439272986069,-0.00847649559039202,ok
GLRX3,136,0.6017533024712401,0.007835608761377292,-0.016985262598883263,ok
GLRX5,99,0.3990266829929133,-0.002822414999555562,-0.0028037225375471125,ok
GMPPB,164,0.895230828229507,-0.002898839525968474,5.4362446556120714e-05,ok
GMPS,123,0.025812078550009193,0.04405547467029169,-0.03096502011519186,ok
GNB1L,76,0.5087543733301753,0.018257636523916,-0.011218932823020271,ok
GNL2,351,1.1897793609574196e-27,-0.06685964019652786,-0.07041679969215732,ok
GNL3,38,0.003876784735809421,-0.01495930061555769,-0.09977981765854659,ok
GNL3L,69,0.05125921919240535,-0.05431906340464998,-0.02227292795366482,ok
GNPNAT1,112,0.22845750534308573,0.004723298651923516,0.028141144942440265,ok
GOLGA6L1,197,0.7066445352559714,-0.004338791182982216,0.009602762824515124,ok
GOLT1B,279,0.4052021736375959,-0.018938835015652012,-0.00497185288925777,ok
GON4L,237,0.5520393398758254,0.001957253484397896,-0.008246046909231683,ok
GOSR2,84,0.36739029845481863,0.005068241013828273,0.0017205977028569089,ok
GPKOW,107,0.004477490991566013,-0.03390796262562655,-0.02549726026876301,ok
GPN1,86,0.00377426466720679,-0.04168367650613297,0.05256797342107402,ok
GPN2,44,0.22338714962468253,-0.04080127839223233,0.010986055263462975,ok
GPN3,276,2.5369558227047545e-12,-0.0576766060384181,0.006132280555030845,ok
GPR61,112,0.7652559245339305,-0.006436673560576487,0.02275755131744025,ok
GPS1,431,0.20792656920707275,0.010463848353221152,0.03119864602366127,ok
GRB2,169,0.08311381812590052,-0.015246502969652987,0.018544097496545293,ok
GRPEL1,123,0.020598291501010862,-0.045532404507838395,-0.027188374464622755,ok
GRSF1,172,0.00446959733871124,-0.013710017207877154,-0.025552093582937658,ok
GRWD1,189,0.3123384660416142,-0.010493643340536804,0.008610513122962737,ok
GSDMA,110,0.11191397759306003,-0.0036541887517777868,0.03051970768709935,ok
GSPT1,108,9.10972259969797e-15,-0.05680144464080135,-0.12362896541288382,ok
GTF2A1,113,0.1627683992743142,0.03901717023744185,-0.02561854824327877,ok
GTF2A2,173,0.00041166986308810286,0.020302290315321526,-0.04387620404762477,ok
GTF2B,35,0.043244295430730315,-0.08277090800879078,-0.01687156529238116,ok
GTF2E1,181,0.4790235153263497,-0.01864511800168738,0.00966970652348307,ok
GTF2E2,70,0.021431312842816252,-0.04746542425307648,0.0011948771161902558,ok
GTF2F1,41,0.16260113661830294,0.01895987198695835,0.028390044804482935,ok
GTF2F2,59,0.04582746570001492,-0.025149447504674554,0.05400593590229196,ok
GTF2H1,434,5.0415136320384455e-05,-0.036309696913998143,0.009009082875526958,ok
GTF2H2,156,0.012806985745483434,-0.022405242930126853,0.025863417764267184,ok
GTF2H2C,126,0.7414082321761359,-0.018673195559584424,-0.005736628477063702,ok
GTF2H3,76,0.5082430302832285,-0.0035890181260840107,0.0205514614384271,ok
GTF2H4,115,0.053178768039029524,-0.029854383986678973,0.03036516957792939,ok
GTF3A,88,0.6733378477745571,-0.0012090437365505132,-0.021410300135400656,ok
GTF3C1,160,0.056650557100386974,-0.006500014427005058,0.0019483414811902536,ok
GTF3C2,114,0.5234919640850175,-0.00677554252783839,0.03568695702829552,ok
GTF3C3,132,0.017238158472856428,0.02499717033958585,-0.03397638074199156,ok
GTF3C4,129,0.5376657252090234,-0.01807313004566785,0.02258237270363212,ok
GTF3C5,166,0.8891608152430244,-0.004100355393221929,-0.01721018097826757,ok
GTF3C6,243,0.9485679803434021,-0.006932603474751976,-0.011391684169365292,ok
GTPBP4,71,0.08586087621835328,-0.01624088069070224,-0.048713570984936505,ok
GUCD1,279,9.574173096437304e-17,-0.08188111053536529,-0.02415597115986709,ok
GUK1,118,0.9323865938418652,0.007331760591935615,0.003269301959071616,ok
H2AFX,139,0.11648206309132522,-0.01944298200313815,0.0170013705584924,ok
H2AFZ,106,0.1042697618918359,0.041417598975023236,-0.015969314727960683,ok
H3F3A,237,0.23849788433204028,0.006264332933596208,-0.014326665406847724,ok
HAMP,33,0.42352966981156526,-0.026923068421777788,0.021593085384675116,ok
HAPLN2,121,0.013546084492476239,-0.01484686974987696,0.04371829927420678,ok
HARS,289,8.788021199141363e-12,-0.035342909866823397,-0.01936240155896545,ok
HARS2,62,0.9427197742229688,0.021776151076462677,-0.03414604715897103,ok
HAUS1,53,0.2257476080915929,-0.047887702964316374,0.014479060611661952,ok
HAUS3,164,0.13901596796200452,-0.006223792568651404,0.02487787888497075,ok
HAUS4,189,8.206104280550944e-06,-0.06556930646117173,0.011781584527724646,ok
HAUS5,160,0.004206135048548989,-0.041457301378880054,0.024579194512440262,ok
HAUS6,33,0.22052057846553147,-0.020118125938747476,-0.02365056284259762,ok
HAUS7,239,0.5505374420384206,-0.000646564760069912,-0.014317088167993847,ok
HAUS8,122,0.004180365325090604,-0.03404499248180014,0.05466484940537059,ok
HBS1L,143,6.460227944671939e-10,-0.060635885216183384,-0.05929007590350205,ok
HCFC1,55,0.19576401545219538,0.016726783869131304,0.0017042370634629753,ok
HCRTR1,116,0.11994690234884979,-0.018012302751401612,0.027188331461190256,ok
HDAC3,60,0.5026215226697803,0.0017849120754949432,-0.029786831535476406,ok
HDAC7,171,0.07833603839510916,0.03539152282128441,0.018047441337418334,ok
HEATR1,234,9.031677434976922e-08,-0.04507483905347942,-0.0526109593762029,ok
HECTD1,130,0.45036249186306987,0.010919745022033401,0.03242504005819025,ok
HGS,99,8.375801212311458e-07,-0.04011512840107072,-0.08219793130219358,ok
HINFP,160,0.25973514235758705,-0.008765665588505063,-0.010777139170059742,ok
HIRA,341,0.6021834433011657,-0.014547471493918551,0.006291752443521641,ok
HIST1H2AB,97,0.08843581721536257,0.008234607456010401,0.005258539316602619,ok
HIST1H2AE,123,0.8657160355070999,-0.0062466280253993724,-0.0034801591621837213,ok
HIST1H2AI,56,0.08915049959415235,0.03521056839478066,0.02100679071833312,ok
HIST1H2BB,135,0.9027255648119041,0.00618102843808753,0.005300491027301367,ok
HIST1H2BC,64,0.7953711012393831,-0.021387113545130065,0.022237231817440244,ok
HIST1H2BE,55,0.8881901215165239,0.00891008989094949,0.004422535068917537,ok
HIST1H2BJ,43,0.28977109782322796,0.02624695527549494,0.0036839073617716475,ok
HIST1H2BL,204,0.5850217463344856,-0.00022765924303446913,-0.0008785918285646524,ok
HIST1H2BM,156,0.2696670989300078,0.0072683426569692955,-0.023647914302463588,ok
HIST1H2BN,107,0.23499449805596168,-0.01248224032254244,0.019303156177311744,ok
HIST2H2AA3,67,0.6732917074884659,0.007226040947285989,-0.009227817672317201,ok
HIST2H2AC,73,0.5289987022068054,0.009191396656179875,0.0311671918718067,ok
HIST2H2BE,31,0.6405354369244574,-0.0307775645654728,0.04849830669748056,ok
HIST2H2BF,127,0.07245134135262217,0.018184692714943752,-0.005862143799242818,ok
HIST2H3A,79,0.8741679767573045,0.0013228807130898738,-0.006947929990392017,ok
HIST2H3D,185,0.16495188446229556,0.020695840590359803,-0.03470613980893407,ok
HJURP,111,0.6797473374685914,-0.01330036484765821,-0.007179337119665591,ok
HLA-C,44,0.047305704714849246,0.011056862532767674,-0.0669222974774461,ok
HMGA1,114,0.6321595576316681,-0.014178159817312077,0.017279245274786754,ok
HMGB1,241,0.07072742266553837,-0.014126984787326638,0.000669201951418473,ok
HMGCR,166,0.05618775349641074,-0.024191969885468914,-0.01456859777633987,ok
HMGCS1,230,0.18193641067577332,-0.004348568608592014,-0.026600336475983654,ok
HMGN2,107,0.34570478838281565,0.02414420874588747,-0.011330838702127505,ok
HNRNPC,334,1.1036390188625336e-17,-0.04110827027296614,-0.058367208129767825,ok
HNRNPH1,160,0.905273360917288,-0.00537579021638006,-6.365972380974888e-05,ok
HNRNPK,25,0.04796182971101166,-0.06624923321450506,-0.06706067730380974,ok
HNRNPL,80,5.637422975877688e-06,-0.019142304178255062,-0.05833070298505974,ok
HNRNPM,258,0.006317682770205673,-0.0321251196202415,-0.011670658212646956,ok
HNRNPR,149,0.7462080576254642,0.0046652632578439365,-0.00013643146018559038,ok
HNRNPU,93,0.5897805977286055,0.024223500710011073,0.014959745122211772,ok
HOXC10,83,0.30804994364441896,0.02428629104453108,-0.030010240584291668,ok
HS6ST1,172,0.37810548340157285,-0.004127454404621339,0.008180868987934437,ok
HSCB,86,0.19021783086593824,0.018930124453401906,-0.03354026441264696,ok
HSD17B10,26,0.5150522355847892,-0.01516054546373583,-0.016746906367655905,ok
HSD17B12,142,0.0007305163461582959,-0.02139559465957548,-0.034947300575781576,ok
HSF1,131,0.20641922031121332,-0.01835035522427605,-0.017697423509611274,ok
HSP90B1,114,0.7868125227886986,-0.006942150855908567,0.013376885144962193,ok
HSPA14,120,0.004670088751248339,-0.014950530118338391,-0.007534701219643086,ok
HSPA5,438,1.0126899987903496e-79,-0.13021174391573795,-0.12309940988778234,ok
HSPA8,255,3.0843711727617645e-08,-0.03610673015968153,-0.031127719766947,ok
HSPA9,420,4.335756521063576e-136,-0.14645751543474317,-0.1404679832100002,ok
HSPD1,145,0.5231974262332668,-0.00418486365050506,-0.013043026167947669,ok
HSPE1,29,0.07412435790489041,-0.013574249953125747,-0.0604083070620856,ok
