perturbation,n_cells,target_in_subset,diag_batch_js_divergence,diag_batch_n_batches_covered,diag_batch_status,diag_batch_stratum,diag_cellcycle_g2m_score_diff,diag_cellcycle_phase_chi2_p,diag_cellcycle_phase_shifted,diag_cellcycle_s_score_diff,diag_cellcycle_status,diag_kd_ctrl_norm_mean,diag_kd_pert_norm_mean,diag_kd_residual_ratio,diag_kd_stratum,diag_status
DDX52,117,False,0.0905501026260914,43,ok,medium,-0.0510072917688524,0.0085147581412478,False,-0.0061316189483512,ok,,,,target_not_measured,kd_unmeasurable
DDX54,95,False,0.120749046272873,41,ok,medium,-0.0437482667795992,0.3660895739286202,False,-0.0490590622776629,ok,,,,target_not_measured,kd_unmeasurable
DDX55,163,False,0.0851199703565225,43,ok,medium,-0.0577369890435643,9.67326744650232e-06,True,0.0022188869811391,ok,,,,target_not_measured,kd_unmeasurable
DDX56,174,False,0.0629995805870021,46,ok,low,-0.0921190456170281,1.98716689561598e-12,True,-0.0454233867237004,ok,,,,target_not_measured,kd_unmeasurable
DDX59,154,False,0.045979499122979,46,ok,low,-0.039177054088485,0.0001181285212062,False,-0.0413826994230764,ok,,,,target_not_measured,kd_unmeasurable
DDX6,76,False,0.1555097382888698,38,ok,high,-0.125092137805915,2.9705653548255837e-18,True,-0.1184847170866103,ok,,,,target_not_measured,kd_unmeasurable
DENR,251,True,0.0365253966746634,47,ok,low,-0.0491920056792679,3.3251045404797236e-06,True,-0.0171375373239871,ok,1.0779050526847886,0.0829084711297412,0.0769163025289075,strong,full
DERL2,124,False,0.1120944396306548,42,ok,medium,-0.0315789441557452,0.001707208781157,False,-0.0276513487985373,ok,,,,target_not_measured,kd_unmeasurable
DHDDS,96,False,0.1323825888513181,40,ok,high,-0.0638439855117264,2.0932351615033967e-09,True,-0.049808929219505,ok,,,,target_not_measured,kd_unmeasurable
DHFR,125,False,0.0723423817196152,46,ok,medium,0.0019363963409902,0.6975243028228485,False,0.0011529086838949,ok,,,,target_not_measured,kd_unmeasurable
DHODH,223,False,0.0529449914106874,46,ok,low,-0.0035219695378007,0.1847029788093788,False,0.0374880583952707,ok,,,,target_not_measured,kd_unmeasurable
DHPS,66,False,0.1703018579910538,37,ok,high,0.0060002797770993,0.3150321673410302,False,-0.0387558287475353,ok,,,,target_not_measured,kd_unmeasurable
DHX15,359,True,0.0326569328355304,47,ok,low,-0.0989477439351189,7.442241016780617e-91,True,-0.1615323269094354,ok,1.031410750278225,0.1258045074216401,0.12197323654781,strong,full
DHX16,328,False,0.0298607438688036,48,ok,low,0.0040732188480804,4.4129299078641746e-18,True,-0.081182986994505,ok,,,,target_not_measured,kd_unmeasurable
DHX33,140,False,0.0713277760921506,45,ok,medium,-0.0108236457446668,0.0001680139490778,False,-0.0411881782537907,ok,,,,target_not_measured,kd_unmeasurable
DHX36,269,True,0.0392787297655921,48,ok,low,0.0078704136469709,0.2547551363342668,False,-0.0048477217755459,ok,1.4531867296181562,0.0600240105611452,0.041305091312606,strong,full
DHX37,217,False,0.0390363522653163,48,ok,low,-0.0844354879568973,2.139976225485502e-09,True,-0.0153038709898967,ok,,,,target_not_measured,kd_unmeasurable
DHX8,115,False,0.0985744392256447,45,ok,medium,0.0132613793918424,0.0328067349671103,False,-0.0351891794466789,ok,,,,target_not_measured,kd_unmeasurable
DHX9,92,False,0.0942224541687815,43,ok,medium,-0.027354682456201,0.1730228179983205,False,-0.0145106670271137,ok,,,,target_not_measured,kd_unmeasurable
DICER1,158,False,0.0691606147687598,46,ok,medium,-0.0159192742596958,0.7658444831778735,False,-0.0014152991456442,ok,,,,target_not_measured,kd_unmeasurable
DIMT1,94,False,0.1389708699893938,41,ok,high,-0.0854690835404054,5.927764923681282e-07,True,-0.0337057587750369,ok,,,,target_not_measured,kd_unmeasurable
DIS3,43,False,0.3041228460512867,26,ok,high,-0.1206726253126469,0.0603504439099823,False,0.025442403121774,ok,,,,target_not_measured,kd_unmeasurable
DKC1,66,False,0.2081622905327201,35,ok,high,-0.0612142759925976,0.0008844350193694,False,-0.0168037308884444,ok,,,,target_not_measured,kd_unmeasurable
DLD,311,True,0.0293092424705232,48,ok,low,-0.0046368441249029,5.113469451666065e-13,True,-0.076585862845952,ok,1.1792787287963171,0.1006813754248346,0.0853753849419462,strong,full
DMAP1,78,False,0.2110000773457706,36,ok,high,-0.0606314362984251,4.090406457495727e-06,True,-0.0310722630265563,ok,,,,target_not_measured,kd_unmeasurable
DMRTA2,107,False,0.1253443791156653,39,ok,high,-0.0144117237093237,0.022127941799756,False,0.0358126519410089,ok,,,,target_not_measured,kd_unmeasurable
DNAJA1,292,True,0.0386560088828992,47,ok,low,-0.0206070709336727,0.0799080288238592,False,-0.0074793630771762,ok,5.165162216631837,1.7841844445006203,0.3454266041743164,medium,full
DNAJA3,127,False,0.1101624767239781,42,ok,medium,-0.0677765165638097,0.0011168150200365,False,-0.0150311733291507,ok,,,,target_not_measured,kd_unmeasurable
DNAJC11,46,False,0.2608746376141508,29,ok,high,-0.071026906455114,0.1834435359835624,False,0.0086008520076688,ok,,,,target_not_measured,kd_unmeasurable
DNAJC17,31,False,0.3286453011132526,24,ok,high,0.0078866825048999,2.0697998532514745e-05,True,-0.0867024617590211,ok,,,,target_not_measured,kd_unmeasurable
DNAJC19,398,True,0.0158248845451594,48,ok,low,-0.0761869374277544,2.9734142915454546e-52,True,-0.0800812268319422,ok,1.039291393725042,0.20066643234186,0.1930800481495654,strong,full
DNAJC8,277,True,0.0317940784490385,48,ok,low,-0.0117874583464812,0.0822267019325617,False,-0.0069170768374653,ok,2.280353623640849,0.1088706940422377,0.0477428995720466,strong,full
DNAJC9,84,False,0.1652760035939432,38,ok,high,0.0343823361588093,0.3297653303110195,False,0.0064756882090663,ok,,,,target_not_measured,kd_unmeasurable
DNLZ,140,False,0.0751097140185313,46,ok,medium,-0.0287817117280954,0.0093872368080422,False,0.0328367908326378,ok,,,,target_not_measured,kd_unmeasurable
DNM1,146,False,0.070875133258489,45,ok,medium,0.0151684249656423,0.0526452302383143,False,-0.0278162125040941,ok,,,,target_not_measured,kd_unmeasurable
DNM1L,168,False,0.0693207031928672,46,ok,medium,-0.0437005499757145,0.013178442153803,False,-0.0101423781337907,ok,,,,target_not_measured,kd_unmeasurable
DNM2,12,False,0.5667377639377394,11,ok,high,0.0329544830361902,0.0069537788552744,False,-0.0626374392778384,ok,,,,target_not_measured,kd_unmeasurable
DNMT1,170,True,0.0622858308062171,46,ok,low,-0.0006837316202803,0.030996620838789,False,0.0306500537102596,ok,1.914628024340146,0.1890401062696279,0.0987346387216798,strong,full
DNTTIP2,264,True,0.0275682886462206,48,ok,low,-0.1043449870586961,2.4899690871182348e-12,True,-0.050450374107005,ok,1.072883198308705,0.0925726659960062,0.0862840112902671,strong,full
DOHH,155,False,0.0553775485649781,48,ok,low,-0.0194682463838097,0.4056127569194903,False,0.0109837005145917,ok,,,,target_not_measured,kd_unmeasurable
DOLK,146,False,0.0616806379243329,47,ok,low,-0.0085885013233987,0.4187091754448451,False,0.0144617927972757,ok,,,,target_not_measured,kd_unmeasurable
DONSON,745,False,0.0099976500298634,48,ok,low,0.0443772782009145,9.231966194382152e-17,True,-0.0189512652761345,ok,,,,target_not_measured,kd_unmeasurable
DPAGT1,135,False,0.0772629940495155,44,ok,medium,-0.0086058475063282,0.2603654284005375,False,0.013648577829643,ok,,,,target_not_measured,kd_unmeasurable
DPH1,335,False,0.026715227636406,48,ok,low,-0.0068585708565261,0.835091068960041,False,0.0166978449701038,ok,,,,target_not_measured,kd_unmeasurable
DPH2,164,False,0.0683319495677535,47,ok,medium,-0.0139089655207609,0.2505597353002551,False,0.0318184791790315,ok,,,,target_not_measured,kd_unmeasurable
DPH3,60,False,0.2468951337327669,31,ok,high,0.0090485950328569,0.7863549591922394,False,-0.007407208319505,ok,,,,target_not_measured,kd_unmeasurable
DPH6,101,False,0.126148711094846,40,ok,high,0.0181007066332199,0.7937642316541308,False,0.0017212480193563,ok,,,,target_not_measured,kd_unmeasurable
DPM2,153,False,0.0727046331963556,45,ok,medium,-0.0144616505723064,0.1015272520878941,False,0.0168102331326844,ok,,,,target_not_measured,kd_unmeasurable
DPPA2,67,False,0.1489059675924645,38,ok,high,-0.0023253344712724,0.5080433228710701,False,0.00609470370848,ok,,,,target_not_measured,kd_unmeasurable
DPY19L2,50,False,0.286443615053773,28,ok,high,-0.0549033352538097,0.0048644787716613,False,-0.000926922516505,ok,,,,target_not_measured,kd_unmeasurable
DR1,126,False,0.0968542099194783,45,ok,medium,-0.0310801686328573,0.5719679250312533,False,0.0029817653820822,ok,,,,target_not_measured,kd_unmeasurable
DRAP1,227,True,0.0431359173424537,47,ok,low,-0.0037581854409022,0.6799296204710343,False,-0.0097276928724786,ok,1.4818643021209672,0.1871162515234858,0.1262708408966121,strong,full
DRG1,196,False,0.0614193293108896,46,ok,low,-0.0110391646678913,0.9104360468228884,False,0.0016983763065153,ok,,,,target_not_measured,kd_unmeasurable
DSN1,245,False,0.0421758057656236,47,ok,low,-0.004292823195524,1.7392206613158785e-13,True,-0.0492522715648724,ok,,,,target_not_measured,kd_unmeasurable
DTL,136,False,0.0762875649229332,46,ok,medium,-0.0027533383991038,0.053084512017122,False,-0.032832429069505,ok,,,,target_not_measured,kd_unmeasurable
DTYMK,121,False,0.0974203820007701,43,ok,medium,0.0072451653686695,0.3452692996620325,False,0.0301696213581395,ok,,,,target_not_measured,kd_unmeasurable
DUT,49,False,0.2268430347115721,31,ok,high,-0.0117153696250342,0.1641650837557701,False,0.066968459115699,ok,,,,target_not_measured,kd_unmeasurable
DYNC1H1,291,True,0.031725604183742,48,ok,low,0.0254854846812074,0.0003577073053561,False,-0.0461169585536115,ok,1.1237717693056557,0.2715937130042038,0.2416804910235583,medium,full
DYNC1I2,300,True,0.0202792016620691,48,ok,low,0.0234210891339569,5.435872075885922e-05,False,-0.0546181130588383,ok,0.6686554700557437,0.2130409669543551,0.3186109685703978,medium,full
DYNLL1,71,False,0.1868119791657259,35,ok,high,0.0184937440919649,0.1142793586109303,False,-0.0416583146023923,ok,,,,target_not_measured,kd_unmeasurable
DYNLRB1,282,False,0.0324370576681149,48,ok,low,0.0152720853230696,0.0623429737166679,False,-0.0301363639368454,ok,,,,target_not_measured,kd_unmeasurable
E2F6,150,False,0.0657358164862373,46,ok,medium,0.0187827466601902,0.0916904212376408,False,0.0278090722834949,ok,,,,target_not_measured,kd_unmeasurable
E4F1,134,False,0.1040555168804191,44,ok,medium,-0.062627721906347,0.0018067906506179,False,-0.0148136378395796,ok,,,,target_not_measured,kd_unmeasurable
EARS2,192,False,0.0849994793837827,44,ok,medium,0.0014724875459298,0.4513788989180922,False,-0.0082602429212238,ok,,,,target_not_measured,kd_unmeasurable
EBNA1BP2,82,False,0.1803768394938931,37,ok,high,-0.0692425543247853,2.592066392987392e-06,True,-0.0607401041579196,ok,,,,target_not_measured,kd_unmeasurable
ECD,72,False,0.1550034019488991,38,ok,high,-0.0052045361443653,0.0001306794262358,False,-0.0709034080139495,ok,,,,target_not_measured,kd_unmeasurable
ECT2,55,False,0.2472591159350847,30,ok,high,-0.0084219859910824,0.3906286468801695,False,-0.0225873538508686,ok,,,,target_not_measured,kd_unmeasurable
EDC4,166,False,0.0536530157036743,47,ok,low,-0.0005312142546531,0.4893470701150709,False,0.009848206801278,ok,,,,target_not_measured,kd_unmeasurable
EEF1A1,37,False,0.2941136541250346,26,ok,high,-0.0544946643475935,0.1995981024653949,False,-0.017530350667478,ok,,,,target_not_measured,kd_unmeasurable
EEF1B2,32,False,0.3755000556636365,21,ok,high,0.0018762995580652,0.822928098162588,False,-0.0396795524448175,ok,,,,target_not_measured,kd_unmeasurable
EEF1G,175,True,0.0500765444558533,47,ok,low,0.0002970515956188,0.0128775716887617,False,-0.0214112642306764,ok,15.81330831669424,0.9894843371399704,0.062572885908723,strong,full
EEF2,321,True,0.016830038395596,48,ok,low,-0.0221596699536851,1.1935692480122468e-06,True,-0.0283136688471031,ok,14.204462065715102,6.543304806799898,0.4606513626864675,medium,full
EFTUD2,127,False,0.0851311010193498,45,ok,medium,-0.0101073988724711,7.512272621793751e-06,True,-0.0736604948546625,ok,,,,target_not_measured,kd_unmeasurable
EGLN2,362,True,0.02917592516376,47,ok,low,0.0065177190332897,0.0061457111033243,False,-0.0242931312570188,ok,0.6039873238160293,0.3230596634285699,0.5348782179524215,weak,full
EIF1,95,False,0.0976646846483842,42,ok,medium,0.015971625090927,0.5518401013113592,False,0.0139411358854949,ok,,,,target_not_measured,kd_unmeasurable
EIF1AD,33,False,0.2987188268669721,26,ok,high,-0.0264019254183551,0.8952472887185609,False,-0.0291970410884444,ok,,,,target_not_measured,kd_unmeasurable
EIF1AX,134,False,0.0718285037749359,45,ok,medium,-0.1133867633608619,5.819077349166797e-17,True,-0.0586024799661468,ok,,,,target_not_measured,kd_unmeasurable
EIF2B1,178,False,0.055069168391667,48,ok,low,-0.0210632114418996,0.2497439812344544,False,0.0051424336751578,ok,,,,target_not_measured,kd_unmeasurable
EIF2B2,319,False,0.0261928480991671,48,ok,low,-0.0787785623145934,1.409401134994485e-34,True,-0.0639158739832198,ok,,,,target_not_measured,kd_unmeasurable
EIF2B3,104,False,0.1391029774791947,41,ok,high,-0.0539828803698674,2.233156489878422e-05,True,-0.0235149572262358,ok,,,,target_not_measured,kd_unmeasurable
EIF2B4,324,False,0.0244025533443764,48,ok,low,-0.0802800578664331,3.0246181539955743e-30,True,-0.0535193418435791,ok,,,,target_not_measured,kd_unmeasurable
EIF2B5,461,True,0.0157901075001543,48,ok,low,-0.0635832035319442,2.957229151622994e-32,True,-0.0609180318357631,ok,0.551314922441309,0.1078288063315178,0.1955847773066526,strong,full
EIF2S1,243,True,0.047059100758506,47,ok,low,-0.1418269835340978,8.959257171321593e-56,True,-0.1287028991113775,ok,1.4471113096587342,0.193667675588842,0.1338305314153849,strong,full
EIF2S2,120,False,0.1080616948091547,42,ok,medium,0.0105017287436902,0.0477395925169214,False,-0.028296315739755,ok,,,,target_not_measured,kd_unmeasurable
EIF2S3,57,False,0.1816993446308366,34,ok,high,-0.1054611836392483,8.801060474597134e-08,True,-0.1127055239401191,ok,,,,target_not_measured,kd_unmeasurable
EIF3A,379,True,0.0257045876910288,48,ok,low,-0.1377962136835459,4.707644531529319e-31,True,-0.0432431875080934,ok,4.324054337564278,1.32472585976483,0.3063619826089055,medium,full
EIF3B,34,False,0.3193030041875083,24,ok,high,-0.1857303536402803,6.108841565906113e-11,True,-0.1029103713121521,ok,,,,target_not_measured,kd_unmeasurable
EIF3CL,44,False,0.2015096482799979,33,ok,high,-0.055451966294037,0.1829020993480354,False,0.0118618409782222,ok,,,,target_not_measured,kd_unmeasurable
EIF3D,186,True,0.0335653200617046,47,ok,low,-0.0870960644213366,1.0998799790972592e-28,True,-0.1026459333149351,ok,1.6648636979033626,0.3243314729321373,0.1948096251606557,strong,full
EIF3E,232,True,0.0379956541099679,48,ok,low,-0.0382621615819131,7.582809106177403e-05,False,-0.036282372332436,ok,6.132208154812826,1.9557625334977156,0.3189328353054596,medium,full
EIF3F,67,False,0.2112539674056089,34,ok,high,-0.0482032202123172,0.0040168616012365,False,-0.038180511852714,ok,,,,target_not_measured,kd_unmeasurable
EIF3G,67,False,0.1754172318151348,35,ok,high,-0.1050396340458992,0.0001264949731981,False,-0.028262079433311,ok,,,,target_not_measured,kd_unmeasurable
EIF3H,369,True,0.0275437775712299,48,ok,low,-0.0483643049087961,1.0989385387638478e-16,True,-0.0503163105753451,ok,3.343580995366468,0.3691823495602072,0.1104152554018639,strong,full
EIF3I,61,False,0.2133627351767091,33,ok,high,-0.0882134548228261,0.0006488524335498,False,-0.0297867372748329,ok,,,,target_not_measured,kd_unmeasurable
EIF3J,82,False,0.1350796740643093,39,ok,high,-0.075570607693078,0.0149484051514058,False,0.0074961354561046,ok,,,,target_not_measured,kd_unmeasurable
EIF3L,57,False,0.1435613705855517,39,ok,high,-0.023117499551529,0.0040805673578475,False,-0.0560043843927506,ok,,,,target_not_measured,kd_unmeasurable
EIF3M,246,True,0.0381383460462502,48,ok,low,-0.0784657188731593,3.1703293377206464e-14,True,-0.0489989906241798,ok,3.442481879565221,0.5934655455116135,0.1723946752006047,strong,full
EIF4A1,46,False,0.2233547340978865,31,ok,high,-0.0342723268333749,0.8069709621078749,False,-0.0082055660184181,ok,,,,target_not_measured,kd_unmeasurable
EIF4A3,7,False,,7,insufficient,undefined,,,False,,insufficient,,,,target_not_measured,insufficient
EIF4B,41,False,0.2789941434929739,27,ok,high,-0.0475811835735658,0.3393647574879313,False,0.0198004305372022,ok,,,,target_not_measured,kd_unmeasurable
EIF4E,357,True,0.0289217427725931,48,ok,low,-0.0806121346912607,1.7346874278486966e-18,True,-0.0206142141068299,ok,1.4456459915493918,0.0885506212100965,0.0612533232393852,strong,full
EIF4G1,372,True,0.0243449272005115,48,ok,low,-0.0529577318174925,3.913182633361683e-06,True,-0.0129612238110749,ok,2.8370677585061364,0.6249808603160222,0.2202911292626677,medium,full
EIF4G2,342,True,0.0327348581717994,48,ok,low,-0.0436593062807688,9.60679190720457e-05,False,-0.0126880949079553,ok,3.678193412427953,1.3391017999302313,0.364065085703663,medium,full
EIF5,175,True,0.0489501623548722,47,ok,low,-0.0278479631058097,0.0874915950808427,False,-0.0063395906573622,ok,3.596603239416736,1.5631436847066444,0.4346166592899306,medium,full
EIF5A,140,False,0.0821474880564081,44,ok,medium,-0.0056740972038097,0.902834371112884,False,-0.0269745929866479,ok,,,,target_not_measured,kd_unmeasurable
EIF6,129,False,0.0965948725293608,45,ok,medium,-0.0401566854545074,0.0228491514417239,False,1.483961557245672e-05,ok,,,,target_not_measured,kd_unmeasurable
ELAC2,85,False,0.0903213539480366,44,ok,medium,-0.0118833433696921,0.013029766691454,False,-0.0095892572380344,ok,,,,target_not_measured,kd_unmeasurable
ELL,83,False,0.1811457490946859,35,ok,high,-0.0005037332071832,0.406875466708121,False,-0.0092883516872761,ok,,,,target_not_measured,kd_unmeasurable
ELOVL1,176,False,0.0590294459857362,46,ok,low,-0.0026579845871052,0.6955166461710232,False,0.0252603034231085,ok,,,,target_not_measured,kd_unmeasurable
ELP2,189,False,0.0617901053875499,46,ok,low,0.0089939899525923,0.4085940243706301,False,-0.0104986297870976,ok,,,,target_not_measured,kd_unmeasurable
ELP3,119,False,0.096866285573476,43,ok,medium,-0.0280434802937257,0.2877865129567507,False,-0.0064953928482865,ok,,,,target_not_measured,kd_unmeasurable
ELP5,177,False,0.0510268440956508,47,ok,low,-0.0345804307743747,0.037292902676793,False,0.0102331841422181,ok,,,,target_not_measured,kd_unmeasurable
ELP6,83,False,0.0941652244249084,43,ok,medium,0.0045935675253468,0.7145814263899375,False,0.0002092941597118,ok,,,,target_not_measured,kd_unmeasurable
EMC1,83,False,0.1209922412676573,40,ok,medium,-0.0055802123601952,0.0063104197946938,False,-0.0207736998716134,ok,,,,target_not_measured,kd_unmeasurable
EMC3,195,False,0.0445217058816843,47,ok,low,0.0080347083069594,0.991340547720525,False,0.0043827518752385,ok,,,,target_not_measured,kd_unmeasurable
EMC4,55,False,0.1933723601267162,35,ok,high,-0.0441750300292642,0.1631194138517366,False,0.0241820331927676,ok,,,,target_not_measured,kd_unmeasurable
EMC7,193,False,0.0576651490135805,47,ok,low,0.0073859441361902,0.637654715361422,False,-0.0025075602196864,ok,,,,target_not_measured,kd_unmeasurable
ENO1,70,False,0.1351729033015175,40,ok,high,-0.0100120521638097,0.7909008162796238,False,0.0086415786426377,ok,,,,target_not_measured,kd_unmeasurable
EP400,82,False,0.148659805422644,39,ok,high,-0.023728047497956,0.0030895824946438,False,-0.0426415561286514,ok,,,,target_not_measured,kd_unmeasurable
EPRS,79,False,0.1922023426821341,35,ok,high,-0.0349927771752021,0.0374600193957325,False,0.0093795593738493,ok,,,,target_not_measured,kd_unmeasurable
ERAL1,116,False,0.0854630055437233,45,ok,medium,-0.0150800172560511,0.9595053817533714,False,-0.0094100042557119,ok,,,,target_not_measured,kd_unmeasurable
ERCC2,117,False,0.1216443768903251,41,ok,medium,-0.0084856973894507,0.131752745740567,False,0.0288310296550675,ok,,,,target_not_measured,kd_unmeasurable
ERCC3,163,False,0.076461762395032,47,ok,medium,0.0058240475907914,0.2698881409323999,False,0.0182745872324888,ok,,,,target_not_measured,kd_unmeasurable
ERH,86,False,0.149049307655976,39,ok,high,-0.0327893898940423,1.0541984213277297e-05,True,-0.0787816323886911,ok,,,,target_not_measured,kd_unmeasurable
ERVW-1,175,False,0.0574543281423999,45,ok,low,-0.0253110079803811,0.2946818563127114,False,0.0181122249682378,ok,,,,target_not_measured,kd_unmeasurable
ESF1,149,False,0.0737871011050298,45,ok,medium,-0.0575524228685077,1.4503111063741774e-05,True,-0.0281043091985319,ok,,,,target_not_measured,kd_unmeasurable
ESPL1,120,False,0.0876533792233375,44,ok,medium,-0.0295946565313097,0.1501397561506076,False,-0.0123439564796717,ok,,,,target_not_measured,kd_unmeasurable
ESPN,421,False,0.0200859096360282,48,ok,low,-0.0063246285291779,0.636831773755075,False,0.0063621414999367,ok,,,,target_not_measured,kd_unmeasurable
ETF1,52,False,0.2068247354754996,32,ok,high,-0.1171593190984251,2.3914134457634145e-07,True,-0.032457126819505,ok,,,,target_not_measured,kd_unmeasurable
EWSR1,48,False,0.1948825257158631,33,ok,high,0.0071390812236902,0.4348158968772523,False,0.0058109622534116,ok,,,,target_not_measured,kd_unmeasurable
EXOC1,182,False,0.0815737241990161,44,ok,medium,0.0216239556328935,0.4691627570339494,False,-0.0016108576093402,ok,,,,target_not_measured,kd_unmeasurable
EXOC2,88,False,0.1319525212294985,41,ok,high,0.0046498583770993,0.9696962780345306,False,0.0020891516222676,ok,,,,target_not_measured,kd_unmeasurable
EXOC3,247,True,0.0464111642270884,46,ok,low,-0.0066308419998421,0.8378720950231493,False,0.0088345390202317,ok,0.7977893719807467,0.840930936598144,1.0540763842344574,weak,full
EXOC4,108,False,0.1171183810313382,42,ok,medium,-0.0337353297406615,0.3844314080671117,False,0.0205977959527171,ok,,,,target_not_measured,kd_unmeasurable
EXOC5,110,False,0.0644571777307803,45,ok,medium,0.0033359890325538,0.2132897095165126,False,0.0092935762736767,ok,,,,target_not_measured,kd_unmeasurable
EXOC7,32,False,0.3637635099578777,22,ok,high,0.0112580119611902,0.0582077596178795,False,-0.040711416194505,ok,,,,target_not_measured,kd_unmeasurable
EXOC8,18,False,0.5094248999000086,14,ok,high,0.0467295003695236,0.6008548536719085,False,0.0188467438121616,ok,,,,target_not_measured,kd_unmeasurable
EXOSC1,77,False,0.153014343981784,39,ok,high,0.0253327734517746,0.7407389576753962,False,-0.0192066682919076,ok,,,,target_not_measured,kd_unmeasurable
EXOSC10,92,False,0.1040632460438069,42,ok,medium,-0.0446775382165271,0.0528571171833805,False,0.0248799679641905,ok,,,,target_not_measured,kd_unmeasurable
EXOSC2,226,False,0.0420820588027312,48,ok,low,-0.098238820447438,1.1311095559751614e-17,True,-0.0387629943056112,ok,,,,target_not_measured,kd_unmeasurable
EXOSC3,53,False,0.1835568840557075,33,ok,high,-0.0632773273506022,0.0040194970266786,False,-0.0150381985435616,ok,,,,target_not_measured,kd_unmeasurable
EXOSC4,102,False,0.0719214528302873,45,ok,medium,-0.0881506581535156,1.3799981587205103e-09,True,-0.0326409563964658,ok,,,,target_not_measured,kd_unmeasurable
EXOSC5,41,False,0.3051942984639534,25,ok,high,-0.1195700408521024,1.4523388705785126e-09,True,-0.0548985961823099,ok,,,,target_not_measured,kd_unmeasurable
EXOSC6,75,False,0.1381714904875758,38,ok,high,-0.062707035945143,0.0185927241118188,False,-0.038307282090505,ok,,,,target_not_measured,kd_unmeasurable
EXOSC7,113,False,0.0598602379846759,47,ok,low,-0.0842133087602699,0.0006991594411488,False,0.025524084963902,ok,,,,target_not_measured,kd_unmeasurable
EXOSC8,126,False,0.0871428879959124,44,ok,medium,-0.0970046217257145,2.435567054620045e-06,True,-0.0495818369579971,ok,,,,target_not_measured,kd_unmeasurable
EXOSC9,40,False,0.263682509881596,29,ok,high,-0.0961592482663097,5.516491280474156e-05,False,-0.089126858979505,ok,,,,target_not_measured,kd_unmeasurable
F8A1,28,False,0.3755164676025262,21,ok,high,-0.025644295249524,0.935020298621652,False,0.0022014536697806,ok,,,,target_not_measured,kd_unmeasurable
FAF2,165,False,0.0457409487922039,47,ok,low,0.0112993060616448,0.6752924895201619,False,-0.0084535117867474,ok,,,,target_not_measured,kd_unmeasurable
FAM133B,25,False,0.3887929002958495,21,ok,high,-0.0222239436238097,0.4489752166085885,False,-0.008639570854505,ok,,,,target_not_measured,kd_unmeasurable
FAM136A,50,False,0.2240818370090165,31,ok,high,-0.0481500790038097,1.618315421020017e-06,True,-0.049455821954505,ok,,,,target_not_measured,kd_unmeasurable
FAM207A,103,False,0.1336783387546241,40,ok,high,-0.013195113984198,0.2693821662396869,False,0.0052663353385046,ok,,,,target_not_measured,kd_unmeasurable
FAM229A,137,False,0.0642218594683477,46,ok,medium,-0.0502708394076053,0.0046036686556003,False,0.0017984226280496,ok,,,,target_not_measured,kd_unmeasurable
FAM32A,396,False,0.026830699138828,48,ok,low,-0.0145783681450218,8.873322486874462e-12,True,-0.0537382251239747,ok,,,,target_not_measured,kd_unmeasurable
FAM50A,38,False,0.3798750072023229,21,ok,high,0.0248305186782955,0.0060779073095433,False,-0.0642628279971366,ok,,,,target_not_measured,kd_unmeasurable
FAM72D,120,False,0.0747187159859775,45,ok,medium,0.0064668922386902,0.2158046976600817,False,-0.0155904842203383,ok,,,,target_not_measured,kd_unmeasurable
FARS2,40,False,0.2986761449326546,26,ok,high,-0.0135980544388097,0.7772502254515936,False,-0.002935611525755,ok,,,,target_not_measured,kd_unmeasurable
FARSA,138,False,0.066244003594569,46,ok,medium,-0.05528400872323,5.638572194228744e-10,True,-0.0429464304336354,ok,,,,target_not_measured,kd_unmeasurable
FARSB,97,False,0.0970714845888222,43,ok,medium,-0.0496601722947375,0.0044640981646931,False,-0.017784335055639,ok,,,,target_not_measured,kd_unmeasurable
FASTKD5,187,False,0.0429529859164539,48,ok,low,-0.0065498736712963,0.3253901121389297,False,-0.0141819037002269,ok,,,,target_not_measured,kd_unmeasurable
FAU,48,False,0.2474241796849194,30,ok,high,-0.136139439528393,1.9687818166317423e-08,True,-0.0449519668122133,ok,,,,target_not_measured,kd_unmeasurable
FBL,132,False,0.091151298996482,45,ok,medium,-0.1608643769935067,3.5729771322534995e-31,True,-0.1115298320535959,ok,,,,target_not_measured,kd_unmeasurable
FBLIM1,133,False,0.0769373717159924,44,ok,medium,-0.0029327550316292,0.6965865646786507,False,0.0152425596318107,ok,,,,target_not_measured,kd_unmeasurable
FBXO5,326,False,0.0294143590493464,48,ok,low,0.0037945519547485,0.0115883545316018,False,0.0455279426018139,ok,,,,target_not_measured,kd_unmeasurable
FCF1,231,False,0.0402685337506208,48,ok,low,-0.0847363366261474,4.654986873878607e-19,True,-0.0393374995888773,ok,,,,target_not_measured,kd_unmeasurable
FDPS,10,False,0.6091364997450891,10,ok,high,-0.0343832669638097,0.0153179116234667,False,0.2106347413054949,ok,,,,target_not_measured,kd_unmeasurable
FDXR,140,False,0.0784034309393794,45,ok,medium,-0.0175318868030954,0.571249977390262,False,-6.437888659077684e-05,ok,,,,target_not_measured,kd_unmeasurable
FEN1,141,False,0.0898922991084869,44,ok,medium,0.0038746825858356,0.5483366416125491,False,-0.0020792680576256,ok,,,,target_not_measured,kd_unmeasurable
FGFR1OP,119,False,0.1029701870446772,44,ok,medium,0.0302577579224087,0.0510308484589568,False,0.0066227540016294,ok,,,,target_not_measured,kd_unmeasurable
